"County","FIPS.Code","Population","Overall.Social.Vulnerability","Socioeconomic.Social.Vulnerability","Household.Characteristics.Social.Vulnerability","Race.Ethnicity.Social.Vulnerability","Housing.Transport.Social.Vulnerability","Median.Age","Percent.Age.0.to.17","Percent.Age.Over.65","Percent.Asian","Percent.Black","Percent.Hispanic","Percent.White","Percent.Households_Limited_English","Percent.Veteran","NCHS.Rural.Urban.Code","Percent.Households.No.Computer.Device","Percent.Households.Smarphone.Only","Percent.Households.No.Internet","Percent.Commute.Less.than.15min","Percent.Commute.15min.to.29min","Percent.Commute.30min.to.59min","Percent.Commute.60min.or.More","Percent.Housing.Units.No.Vehicle","Alc.Establisments.per.100k","Percent.Days.Good.Air.Quality","Toxic.Sites.Insufficient.Data","Toxic.Sites.Under.Control","Toxic.Sites.Not.Under.Control","GINI.Index","Percent.Unemployed","Median.Household.Income","Median.Household.Income.Asian","Median.Household.Income.Black","Median.Household.Income.Hispanic","Median.Household.Income.White","Percent.in.Poverty","Percent.in.Poverty.Asian","Percent.in.Poverty.Black","Percent.in.Poverty.Hispanic","Percent.in.Poverty.White","Percent.Households.Food.Stamps","Median.Home.Value","Median.Rent","Percent.Less.than.Highschool","Percent.Highschool.Graduate","Percent.with.Associate.Degree","Percent.with.Bachelor.Degree","Percent.with.Graduate.Degree","Percent.Medicaid","Percent.Medicare.Only","Percent.Health.Insurance.Other","Percent.No.Health.Insurance","Obesity.Rate","Diabetes.Rate.Year","Diabetes.Rate.LocationName","Diabetes.Rate.Data_Value","Binge.Drinking.Rate","Smoking.Rate.Year","Smoking.Rate.LocationName","Smoking.Rate.Data_Value","Depression.Rate.Year","Depression.Rate.LocationName","Depression.Rate.Data_Value","Anxiety.Disorders.Rate.Medicare","Bipolar.Disorder.Rate.Medicare","Depressive.Disorders.Rate.Medicare","Personality.Disorders.Rate.Medicare","Opioid.Overuse.Disorder.Rate.Medicare","Birth.Defects.per.10k","Deaths.from.Injury.per.100k","Deaths.from.Transport.Accident.per.100k","Deaths.from.Suicide.per.100k","Deaths.from.Assault.per.100k","Maternal.Deaths.per.100k","Opioid.Overdose.Deaths.per.100k","Drug.Poisoning.Deaths.per.100k","Traffic.Fatalities.per.100k","Traffic.Fatalities.BAC.08.per.100k","Opioid.Dispensing.Rate.per.100","PCPs.per.100k","LCDCs.per.100k","LPCs.per.100k","LCSWs.per.100k","LBSWs.per.100k","LMSWs.per.100k","Dentists.per.1k","Nurse.Practitioners.per.1k","Physician.Assistants.per.1k","Mental.Health.Providers.per.100k","Percent.Clinicians.Accpeting.Medicaid","Dentist.Shortage.Code","Mental.Healthcare.Shortage.Code","Primary.Care.Shortage.Code","Urgent.Care.Orgs.per.1k","Health.Centers.per.1k","Community.Mental.Health.Centers.per.1k","Rural.Health.Clinics.per.1k","Home.Health.Agencies.per.1k","Hospices.per.1k","Nursing.Facilities.per.1k","Nursing.Facility.Beds.per.1k","Skilled.Nursing.Facilities.per.1k","Skilled.Nursing.Facility.Beds.per.1k","Nursing.Home.Occupancy.Rate","Percent.Nursing.Homes.For.Profit","Percent.Nursing.Homes.Chain","Average.Rehospitalization.Rate","Average.Successful.Discharge.Rate","Percent.Hospitals.Private.For.Profit","Percent.Hospitals.Non.Profit","Percent.Hospitals.Government","Syringe.Exchange.Programs.per.1k","Substance.Abuse.Facilities.per.1k","Substance.Abuse.Facilities.Accepting.Medicare.per.1k","Mental.Health.Facilities.per.1k","Mental.Health.Facilities.Accepting.Medicare.per.1k","Median.Distance.to.Urgent.Care","Median.Distance.to.Emergency.Department","Median.Distance.to.Medical.Surgical.ICU","Median.Distance.to.Trauma.Center","Median.Distance.to.Pediatric.ICU","Median.Distance.to.Obstetrics.Department","Median.Distance.to.Health.Clinic","Median.Distance.to.Alcohol.Drug.Incare"
"Glasscock","48173","1447","0.1621","0.4229","0.3557","0.4625","0.0198","36.6","19.28","11.68","0","0","38.29","70.42","7.13","2.31","5","6.9","16.78","11.72","49.83","18.81","25.08","6.27","0","","","0","0","0","0.45","3.6","74375","","","34688","126000","16.59","","","27.08","10.32","11.03","303300","920","30.7","22.78","21.07","18.07","7.38","8.22","8.98","4.15","21.91","37.8","2020","Glasscock","13.7","18","2020","Glasscock","19.9","2020","Glasscock","21.8","11","0","11","0","0","","","","","","","","","69.1085","0","","0","0","0","0","0","0","0","0","0","","0","1","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","0","0","35.45","25.06","27.51","27.51","68.6","25.31","25.06","34.1"
"Goliad","48175","7578","0.2411","0.17","0.2213","0.5217","0.4269","46.3","21.19","23.88","0.41","6.18","36.03","86.09","5.46","8.39","4","22.36","12.89","30.14","28.03","14.64","45.5","11.84","9.89","","","0","0","0","0.5","7.7","50000","","","30407","69635","11.96","0","18.03","17.66","7.84","14.89","129000","513","17.74","25.18","41.15","11.77","4.17","12.49","12.07","4.62","9.83","37.9","2020","Goliad","15.8","15.8","2020","Goliad","17.8","2020","Goliad","21.5","20","3","16","1","4","882.35","76.42","39.53","","","","","","52.784376","13.196094","4.7","13","13","90.7","13","0","25.9","0.52","0.13","0","26.12","100","2","1","2","0","0","0","0.26","0","0","0.13","7.92","0","0","68.89","100","100","0.19","0.2","33.33","33.33","33.33","0","0","0","0","0","24.36","5.15","5.15","22.12","66.16","22.12","5.06","23.74"
"Gonzales","48177","20828","0.8379","0.4111","0.9407","0.7628","0.9051","36.7","26.99","16.71","0.4","6.87","51.14","66.84","7.66","5.91","6","15.49","21.49","20.67","42.61","23.23","20.02","14.14","6.72","","","0","0","0","0.47","5.4","58210","","38750","60424","59536","13.09","28.79","32.3","14.49","8.17","15.51","113700","773","23.84","43.47","20.25","8.6","3.85","18.4","6.99","2.58","18.01","40.3","2020","Gonzales","15.2","16.4","2020","Gonzales","18.9","2020","Gonzales","20.9","15","2","13","1","1","395.68","69.94","29.7","15.33","","","","13.41","52.81352","19.204916","13.7","42.2","14.1","23.4","4.7","4.7","18.7","0.38","0.29","0.29","33.59","100","1","1","2","0","0.1","0","0.29","0.1","0","0.14","13.73","0","0","76.42","100","100","0.13","0.41","76.47","11.76","11.76","0","0","0","0.0477","0.0477","37.84","5.47","23.52","5.47","56.54","5.47","0.72","30.01"
"Gray","48179","22063","0.5692","0.7194","0.4229","0.415","0.4506","36.3","25.4","16.08","0.34","4.88","29.42","83.68","6.13","7.12","5","10.66","15.42","20.8","64.04","16.06","13.16","6.75","4.88","","","0","0","0","0.48","8.1","54679","","35348","52821","58930","16.53","0","17.32","26.55","12.03","14.73","79800","740","20.27","32.14","32.49","10.61","4.49","15.72","4.41","4.84","20.8","38.8","2020","Gray","13.9","17.9","2020","Gray","20.8","2020","Gray","22.2","17","2","16","2","2","685.92","62.41","23.51","18.09","","","","9.95","22.662376","4.532475","67.8","49.5","12.4","49.5","4.1","24.7","16.5","0.51","0.69","0.09","22.85","100","0","1","1","0","0","0","0.05","0.18","0.05","0.18","12.19","0.05","0.73","53.3","100","66.67","0.16","0.26","66.67","33.33","0","0","0","0.0462","0.0923","0.0923","56.8","1.7","1.7","1.7","59.39","1.7","20.54","59.2"
"Grayson","48181","133527","0.2332","0.2569","0.332","0.1897","0.3794","39.4","23.73","17.8","1.62","5.42","13.67","83.96","1.55","9.98","4","9.51","11.76","15.89","34.85","34.18","21.47","9.51","4.13","2.246737","","0","0","0","0.44","5.9","58296","60391","33328","53190","61248","11.99","6","32.52","18.62","9.75","10.79","152400","909","10.36","29.97","39.08","14.08","6.51","12.36","6.64","6.78","15.88","36.9","2020","Grayson","12.3","17.7","2020","Grayson","18","2020","Grayson","22.6","21","5","20","1","2","502.23","60.79","17.22","19.46","5.24","","5.09","11.08","16.476069","4.493473","64.4","94.1","27.3","71.4","15.9","17.5","34.9","0.59","0.9","0.23","128.48","97.54","0","1","2","0.01","0","0.01","0.01","0.11","0.04","0.15","12.14","0.01","0.46","65.98","85.71","71.43","0.23","0.34","64.37","28.74","6.9","0","0","0.0217","0.0145","0.0145","8.14","3.41","3.41","4.12","39.09","4.12","7.93","6.91"
"Gregg","48183","123633","0.6996","0.6917","0.6917","0.5375","0.6443","35.6","25.78","15.41","1.18","19.56","18.89","71.18","2.77","7.46","4","8.99","15.52","14.29","37.54","41.82","14.72","5.92","5.9","6.470764","96.14","0","1","0","0.47","8.3","52027","56667","34415","44901","60716","17.55","30.78","25.95","27.79","10.79","14.25","144300","872","15.4","27.97","35.47","14.85","6.31","17.09","5.54","4.83","17.76","38.2","2020","Gregg","13.6","16.6","2020","Gregg","19.8","2020","Gregg","23","20","4","19","2","2","413.58","57.03","23.59","16.16","10.99","","3.23","10.18","20.221138","5.661919","105","119.3","39","84.3","27.8","25.5","35","0.98","1.4","0.43","166.2","97.36","2","2","2","0.01","0.02","0.02","0","0.19","0.06","0.14","7.59","0.01","0.08","70.83","100","75","0.2","0.48","60.19","35.19","4.63","0","0","0.0322","0.008","0.008","4.16","2.51","3.17","3.17","4.14","3.17","3.91","4"
"Grimes","48185","28447","0.6443","0.5968","0.4664","0.5138","0.7826","40.5","22.29","17.41","0.26","14.72","24.16","74.1","3.29","8.5","6","10.59","13.42","20.43","25.6","30.16","32.63","11.6","3.02","","","0","0","0","0.48","8","56086","","32093","51858","69167","15.86","0","30.85","17.96","12.13","13.6","163200","693","18.76","34.12","28.86","11.25","7.01","16.12","6.26","5.18","15.23","39.7","2020","Grimes","15","16.9","2020","Grimes","21.1","2020","Grimes","21.8","18","3","17","1","1","298.01","57.5","27.35","18.93","","","","14.02","31.637783","10.545928","9.4","48.4","10.4","31.1","3.5","6.9","0","0.2","0.27","0.14","13.85","100","2","1","2","0","0.04","0","0","0.11","0","0.04","6.05","0","0","48.13","100","100","0.15","0.35","57.14","42.86","0","0","0","0","0","0","16.71","8.83","17.53","8.83","41.51","16.87","9.98","19.15"
"Guadalupe","48187","163030","0.1818","0.1107","0.1976","0.668","0.2569","37","25.06","13.97","1.68","8.43","38.23","72.1","2.58","14.87","2","5.44","9.44","9.32","20.81","37.1","33.91","8.18","2.46","11.040913","","0","0","0","0.4","6.1","75774","90448","72264","62945","82033","9.01","6.61","9.77","13.72","5.65","7.75","207700","1150","11.19","30.66","30.13","18.09","9.93","10.07","5.02","8.8","11.69","38.1","2020","Guadalupe","11.6","18","2020","Guadalupe","15.8","2020","Guadalupe","20.4","15","3","15","1","1","507.9","41.42","15.19","14.58","3.43","","3.31","8.82","8.587377","3.06692","18.9","35.8","14.7","65.2","27.6","11.2","47","0.38","0.34","0.16","29.97","94.92","0","1","0","0.01","0.01","0","0.02","0.02","0.01","0.04","3.21","0","0","67.77","100","50","0.17","0.31","81.48","11.11","7.41","0","0","0.0117","0.0117","0.0117","4.37","4.74","4.97","10.42","28.41","4.97","2.8","6.09"
"Hale","48189","33463","0.8735","0.7905","0.7787","0.834","0.8617","33","27.16","13.37","0.35","4.31","59.84","81.29","6.15","4.43","5","13.18","23.11","21.36","55.75","20.78","16.25","7.22","6.23","8.965126","","0","0","0","0.44","6.8","47500","","","47500","50202","17.78","0","24.1","21.62","10.39","15.86","84500","661","25.07","32.98","24.76","11.18","6.01","17.4","5.63","3.98","22.82","37.4","2020","Hale","14.3","17.6","2020","Hale","18.1","2020","Hale","20.8","16","2","17","0","1","674.42","45.13","18.41","11.28","","","","9.5","11.953501","0","29.2","57.2","33.1","111.4","9","21.1","12","0.18","0.46","0.24","128.72","98.59","1","1","1","0","0.03","0","0.18","0.06","0.03","0.15","11.83","0","0","65.97","50","100","0.17","0.61","57.89","36.84","5.26","0","0","0.1221","0.0611","0.0305","45.1","1.17","1.73","1.73","42.57","1.17","0.95","41.48"
"Hall","48191","3025","0.7826","0.8458","0.9486","0.5692","0.2292","44.3","22.58","22.02","0","6.18","34.61","73.82","3.67","6.53","6","16.21","17.33","24.44","66.38","16.08","14.52","3.03","4.15","","","0","0","0","0.49","5.8","40197","","20714","22344","45595","18.89","","38.92","25.7","12.27","12.62","59900","537","18.93","34.65","28.16","13.21","5.05","22.42","5.18","3.36","21.95","39.4","2020","Hall","18.2","14.2","2020","Hall","19.7","2020","Hall","21.5","12","1","15","0","2","0","92.47","","","","","","","66.115702","33.057851","15.9","0","0","0","0","0","0","0","0.34","0","","100","1","1","1","0","0","0","0.99","0","0","0.33","19.83","0","0","","","","0","0.5","16.67","50","33.33","0","0","0","0","0","72.55","5.81","65.41","24.8","83.59","24.8","5.73","78.52"
"Hamilton","48193","8434","0.2134","0.2134","0.6601","0.0672","0.2253","45.3","20.87","25.01","0.02","0.36","13.03","93.53","0.17","9.33","6","12.77","9.51","20.88","59.77","13.39","13.75","13.09","3.99","","","0","0","0","0.49","4.5","46893","","","32412","48139","19.87","0","52.38","50.42","14.22","9.21","123600","621","12.9","35.52","31.01","15.65","4.91","15.32","7.71","6.26","16.38","35.6","2020","Hamilton","14.6","15.8","2020","Hamilton","19.4","2020","Hamilton","22.6","20","4","24","1","1","833.33","85.25","37.89","23.68","","","","","11.85677","0","49.8","121.7","48.7","60.8","12.2","24.3","12.2","0.58","0.35","0.47","82.73","100","2","2","1","0","0","0","0.24","0","0","0.59","41.85","0","0","46.22","100","50","0","0.23","58.33","16.67","25","0","0","0","0","0","32.52","2.58","24.94","4.27","61.93","4.27","2.5","19.96"
"Hansford","48195","5431","0.6206","0.9249","0.7668","0.6482","0.0277","32.6","29.59","16.52","0.06","0.48","47.89","87.02","15.71","7.04","6","11.73","13.23","18.88","47.28","24.42","22.22","6.08","3.55","","","0","0","0","0.4","3.5","46507","","","31316","58571","11.32","0","0","16.09","7","6.72","111300","734","28.52","27.45","20.82","20.37","2.84","10.25","5.39","2.8","17.45","38.1","2020","Hansford","14.4","16.8","2020","Hansford","18.9","2020","Hansford","21.9","12","2","12","0","2","","92.16","40.55","","","","","","","","5.9","68.7","0","34.4","0","0","0","0.19","0.57","0","37.04","100","1","1","2","0","0","0","0.18","0.18","0.18","0.37","18.97","0","0","87.5","0","0","0","","0","25","75","0","0","0","0","0","33.46","6.9","30.36","6.9","79.36","27.44","6.81","78.96"
"Hardeman","48197","3958","0.2885","0.2648","0.6522","0.3439","0.253","44.6","19.96","22.51","0","5.76","23.4","83.53","6.58","6.98","6","12.86","15.97","27.51","55.46","25.41","17.82","1.32","5.26","","","0","0","0","0.44","4.4","47188","","21161","44545","51836","14.12","","47.14","16.72","11.1","17.52","53100","472","18.55","30.36","34.8","10.49","5.8","15.22","10.41","6.69","13.09","37.4","2020","Hardeman","14.6","16.3","2020","Hardeman","19.2","2020","Hardeman","22.3","16","3","17","1","2","","91.07","","","","","","","25.265285","25.265285","37.7","77.5","0","0","77.5","51.7","0","1","0.5","0","76.28","100","0","1","0","0","0","0","0.25","0.25","0","0.76","40.42","0","0","","","","","","33.33","22.22","44.44","0","0","0.2493","0.4986","0.4986","32.71","2.4","32.55","2.4","75.58","23.81","2.4","72.04"
"Hardin","48199","57356","0.1581","0.1186","0.4427","0.0198","0.3478","39.6","24.63","16.88","0.73","6.08","6.01","90.32","0.78","8.29","3","9.54","11.28","14.06","20.94","31.8","37.83","9.43","3.7","","","0","0","0","0.44","9","61221","81154","42232","55432","62254","12.04","0","22.01","16.32","11.14","12.38","135600","846","11.27","39.56","31.11","13.89","4.17","12.47","6.97","6.29","15.98","37.3","2020","Hardin","12","18.2","2020","Hardin","19.9","2020","Hardin","23","22","4","19","2","6","501.43","57.58","25.12","21.29","5.93","","6.63","12.56","17.434968","5.23049","16.7","17.7","14.2","46","3.5","31.9","12.4","0.31","0.62","0.02","39.93","97.87","0","1","1","0","0.02","0","0.16","0.09","0","0.1","7.11","0.02","0.23","72.85","100","75","0.15","0.33","63.64","31.82","4.55","0","0","0","0.0172","0.0172","17.47","3.18","7.06","17.59","17.59","17.59","2.66","18.58"
"Harris","48201","4680609","0.7984","0.8656","0.6047","0.8814","0.6047","33.7","26.68","10.5","7.06","18.98","43.08","57.03","11.39","4.56","1","6.59","10.98","11","17.59","34.85","37.84","9.72","6.11","10.853289","50.27","1","14","1","0.5","8.9","63022","80847","46702","51971","91233","15.61","12","19.15","20.56","6.92","12.64","189400","1115","18.16","22.82","26.75","20.48","11.79","16.64","4.62","3.07","20.43","37.9","2020","Harris","12.6","18.2","2020","Harris","16.1","2020","Harris","18.7","15","3","15","1","2","590.84","40.7","11.64","10.68","9.48","0.71","7.3","14.42","9.763687","3.6961","37.8","88.7","19.9","64.4","34.6","6.7","35.6","0.72","0.93","0.42","124.94","97.59","2","2","2","0.01","0.01","0.02","0","0.06","0.01","0.03","1.62","0.01","0.11","67.07","80","64.29","0.2","0.45","56.67","41.61","1.72","4e-04","4e-04","0.0074","0.0093","0.0063","2.32","1.92","2.01","4.41","8.26","2.69","4.34","2.83"
"Harrison","48203","66547","0.6877","0.6166","0.6482","0.4111","0.8103","39.4","25.18","16.93","0.81","20.71","13.28","71.58","1.53","8.72","5","13.99","14.36","24.07","34.84","37.27","23.87","4.02","5.7","","87.95","1","1","0","0.46","7.9","54234","","31468","56292","63099","16.8","16.67","29.04","23.4","10.82","14.19","137200","820","13.6","31.75","34.33","13.96","6.36","15.41","7.19","5.4","15.56","38.5","2020","Harrison","14.2","16.8","2020","Harrison","20","2020","Harrison","22.5","18","3","17","1","1","408.43","63.99","27.94","19.23","8.41","","4.51","12.32","31.556644","13.524276","36.2","23.4","17.6","54.2","8.8","13.2","16.1","0.26","0.47","0.17","34.56","95.28","2","1","2","0","0.03","0","0.14","0.09","0.02","0.11","10.04","0.02","0.15","63.17","50","50","0.26","0.51","66.67","25.93","7.41","0","0","0","0.0151","0.0151","23.25","14.64","20.08","20.08","20.71","19.98","3.37","20.39"
"Hartley","48205","5588","0.2648","0.2253","0.0988","0.4783","0.585","37.3","21.47","14.73","0.82","7.25","26.84","83.3","1.66","5.42","6","5.2","7.1","12.89","68.09","21.6","7.18","3.13","1.12","","","0","0","0","0.38","2.1","53722","","","54135","55921","8","2.94","","12.57","2.03","6.98","179200","955","15.85","37.9","25.15","11.9","9.21","12.05","7.47","3.12","18.7","36.4","2020","Hartley","11.1","20.2","2020","Hartley","17.4","2020","Hartley","19.6","9","0","12","0","0","","60.55","35.62","","","","","","53.686471","17.89549","","131.9","0","16.5","16.5","0","16.5","0","0","0","17.93","100","0","1","2","0","0","0","0.54","0.18","0.18","0","0","0","0","","","","","","0","50","50","0","0","0","0","0","63.53","4.08","31.06","31.06","63.86","4.08","4.04","63.52"
"Haskell","48207","5711","0.7747","0.7787","0.9012","0.3755","0.5375","42.8","18.49","23.53","0.16","4.36","28.65","87.11","5.37","6.42","6","17.21","15.91","26.09","51.24","28.79","11.54","8.43","6.2","","","0","0","0","0.5","4.3","48955","","","31298","53655","15.38","0","58.08","23.27","9.88","16.28","60500","686","25.87","33.68","23.79","9.74","6.91","19.72","8.52","4.55","17.76","36.3","2020","Haskell","15.4","16.8","2020","Haskell","21","2020","Haskell","22.3","12","2","13","0","1","","52.35","","","","","","","52.530205","35.020137","4.9","64.5","16.1","32.3","16.1","32.3","16.1","0.35","0.17","0","70.7","92.86","0","1","2","0","0","0","0.18","0.35","0","0.35","26.27","0","0","52.94","100","100","0","0.25","33.33","33.33","33.33","0","0","0.1738","0.1738","0.1738","49.62","4.55","16.64","14.49","49.93","16.64","4.54","54.75"
"Hays","48209","222827","0.2372","0.3478","0.004","0.6324","0.5099","32.5","23.03","11","1.47","4.13","39.45","82.66","3.23","7","2","3.85","6.95","7.21","23.95","27.98","33.71","14.36","2.8","12.565802","","0","0","0","0.45","6.3","68724","62904","66767","57952","76869","12.75","10.39","17.84","14.22","10.97","6.65","258000","1168","9.63","22.82","28.97","24.87","13.71","7.89","3.26","4.75","13.88","30.9","2020","Hays","10.1","19.2","2020","Hays","14.4","2020","Hays","19.9","15","3","16","1","3","403.57","38.63","12.76","13.83","4.13","","3.5","8.26","13.014581","5.385344","22.2","63.9","30.7","91.1","37.5","11.5","51.5","0.39","0.55","0.16","102.96","97.5","0","2","2","0","0","0","0","0.01","0.01","0.04","2.7","0","0.02","67.68","100","75","0.14","0.44","75","25","0","0","0","0.0041","0.0083","0.0083","7.57","3.36","4.4","4.4","27.01","4.4","10.27","18.67"
"Hemphill","48211","3901","0.5968","0.4783","0.8617","0.4545","0.3162","36.7","29.04","15.07","0","0.26","37.04","85.8","3.61","5.2","6","7.82","14.68","14.97","67.65","13.06","12.34","6.95","3.32","","","0","0","0","0.51","4.4","59605","","","43148","67284","9.21","","","21.98","1.31","8.11","180300","940","17.74","36.52","25.09","16.29","4.36","11.23","3.83","4.04","22.61","34.4","2020","Hemphill","11.6","18.1","2020","Hemphill","16.9","2020","Hemphill","21.4","9","1","10","0","1","","66.41","","","","","","","","","1.5","129.2","0","43.1","0","21.5","0","0","0.79","0","26.18","71.43","1","1","2","0","0","0","0","0.51","0.26","0.51","26.92","0","0","59.18","0","0","0","0","16.67","33.33","50","0","0","0","0","0","65.34","1.68","41.05","1.68","99.97","41.05","20.88","65.77"
"Henderson","48213","81969","0.6245","0.7273","0.3399","0.1383","0.747","44","21.34","22.27","0.63","5.87","13.09","87.4","1.58","10.53","5","11.51","12.97","18.71","29.4","27.44","26.3","16.87","5.3","","","0","0","0","0.47","6.4","49469","59761","31422","43149","52379","16.99","3.43","34.43","29.31","13.92","12.72","120700","803","15.09","33.5","33.09","11.64","6.68","17.4","7.53","6.09","18.58","39.3","2020","Henderson","14.7","15.9","2020","Henderson","20.3","2020","Henderson","23.2","20","4","20","1","2","424.8","71.74","28.31","23.18","7.32","","6.83","20.99","18.299601","9.759787","33.3","53","12.3","34.5","20.9","22.2","6.2","0.32","0.57","0.13","56.81","98.24","0","1","2","0","0","0","0.05","0.05","0.06","0.09","7.56","0","0","75.84","50","50","0.13","0.41","59.26","33.33","7.41","0","0","0","0.0119","0.0119","32.4","13.12","13.76","13.76","55.13","13.12","7.09","32.46"
"Hidalgo","48215","861137","0.9842","0.9881","0.8933","0.9763","0.8893","29.4","32.63","11.07","0.98","0.56","92.31","75.94","19.95","3.12","3","11.56","21.28","23.91","30.19","46.11","19.4","4.3","6.3","5.109524","73.77","0","0","1","0.48","11.6","41846","101100","50638","40330","51096","28.44","10.58","10.38","29.63","14.66","28.45","90000","753","33.07","23.87","23.76","13.36","5.94","27.83","3.84","2.51","30.58","42","2020","Hidalgo","18.3","17.6","2020","Hidalgo","16.4","2020","Hidalgo","20.1","17","3","20","1","2","660.9","22.52","10.09","6.27","3.4","0.32","1.3","4.63","4.993398","1.858009","17.3","62.7","14.5","49.7","9.7","27","28.6","0.28","0.6","0.39","64","96.8","2","1","2","0.01","0.01","0.01","0.01","0.09","0.01","0.02","1.4","0","0.07","93.72","85.71","57.14","0.18","0.44","52.25","45.5","2.25","0","0","0.0069","0.0046","0.0034","3.33","3.31","3.41","3.54","4.43","3.54","3.24","5.05"
"Hill","48217","36109","0.6324","0.5099","0.6996","0.3004","0.7233","41.8","23.25","20.62","0.5","6.2","20.93","84.53","1.76","8.51","6","10.85","15.5","16.09","31.22","25.04","30.33","13.41","4.87","","","0","0","0","0.43","6.3","55615","49271","37833","50432","58566","12.46","6.08","23.79","17.81","10.02","12.59","112200","758","15.52","34.21","32.76","12.08","5.42","14.55","9.45","5.75","16.63","36.7","2020","Hill","13.8","16.6","2020","Hill","18.7","2020","Hill","22.5","17","3","18","1","1","554.09","72.4","28.19","24.32","","","","19.34","36.002105","13.846963","34.6","33.6","25.2","42","16.8","8.4","22.4","0.32","0.19","0.14","46.39","100","2","2","2","0","0","0","0.19","0.06","0.06","0.25","19.11","0","0","65.25","33.33","33.33","0.22","0.47","52.63","36.84","10.53","0","0","0","0.027","0.027","29.51","2.39","11.91","26.27","52.63","8.46","2.43","10.44"
"Hockley","48219","22986","0.8538","0.7668","0.6759","0.6917","0.913","33.9","26.21","14.47","0.35","3.33","48.56","81.7","5.82","5.16","5","13.46","14.79","20.08","47.35","21.14","26.1","5.41","6.38","","","0","1","0","0.43","7.9","47010","","22257","41402","56882","15.27","15.09","38.95","19.09","9.21","12.37","92900","691","24.41","28.19","31.75","10.86","4.79","17.02","5.54","4.41","18.66","38.5","2020","Hockley","13.8","17.4","2020","Hockley","18.4","2020","Hockley","22","15","2","16","0","1","528.05","72","24.29","18.22","9.54","","","9.54","13.051423","0","27.7","44.7","4.1","60.9","4.1","16.2","12.2","0.44","0.39","0.17","65.16","100","2","1","2","0","0.04","0","0.3","0.04","0","0.04","3.87","0","0","53.33","100","100","0.17","0.35","87.5","12.5","0","0","0","0","0.0436","0.0436","25.36","5.53","5.53","5.53","26.02","5.53","1.45","25.69"
"Hood","48221","60025","0.0988","0.1423","0.0632","0.0593","0.3715","46.6","21.01","24.93","0.59","0.99","12.56","94.23","1.46","10.08","2","4.72","7.69","8.45","19.29","28.72","37.39","14.6","2.4","","92.44","0","0","0","0.44","6.6","71253","","108013","54044","72509","8.88","3.44","2.65","9.88","8.89","5.72","208700","1009","9.03","29.5","32.21","19.71","9.55","9","11.63","5.9","13.61","32.6","2020","Hood","12.8","16.8","2020","Hood","15.8","2020","Hood","21.7","17","3","18","1","1","572.34","78.78","19.28","23.27","3.66","","8.97","16.95","14.993753","4.997918","56.8","71.6","15.3","90.4","15.3","29","25.6","0.57","0.39","0.24","95.71","90.87","0","1","2","0","0","0","0","0.03","0.02","0.05","4.98","0","0","76.22","100","100","0.1","0.54","72.22","22.22","5.56","0","0","0.0157","0","0","18.68","5.06","5.06","13.32","32.16","5.06","13.73","21.76"
"Hopkins","48223","36708","0.3715","0.4387","0.3636","0.249","0.3913","39.5","24.59","18.73","0.72","7.12","17.06","83.02","1.55","8.58","5","8.95","14.52","13.9","47.11","29.29","15.38","8.22","3.49","8.172605","","0","0","0","0.43","5.1","54600","67734","34801","44871","60446","11.83","27.27","23.45","18.25","8.74","10.78","119600","836","15.14","34.32","29.24","15.03","6.27","12.13","6.88","5.9","18.62","36.6","2020","Hopkins","13.3","17.1","2020","Hopkins","19.5","2020","Hopkins","22.9","18","3","19","1","3","878.05","78.82","31.53","23.92","5.98","","5.44","10.87","21.793614","8.172605","42.1","40.5","10.8","59.4","18.9","45.9","45.9","0.27","0.83","0.24","70.11","91.23","0","2","2","0","0.03","0.03","0.11","0.08","0.03","0.19","14.68","0","0","59.12","75","75","0.13","0.52","84.21","15.79","0","0","0","0","0","0","34.98","3.07","3.07","3.07","3.07","3.07","2.33","28.7"
