"County","State","FIPS.Code","Population","Economic.Region","Overall.Social.Vulnerability","Socioeconomic.Social.Vulnerability","Household.Characteristics.Social.Vulnerability","Race.Ethnicity.Social.Vulnerability","Housing.Transport.Social.Vulnerability","Median.Age","Percent.Age.0.to.17","Percent.Age.Over.65","Percent.Asian","Percent.Black","Percent.Hispanic","Percent.White","Percent.Households_Limited_English","Percent.Veteran","NCHS.Rural.Urban.Code","Percent.Households.No.Computer.Device","Percent.Households.Smartphone.Only","Percent.Households.No.Internet","Percent.Commute.Less.than.15min","Percent.Commute.15min.to.29min","Percent.Commute.30min.to.59min","Percent.Commute.60min.or.More","Percent.Housing.Units.No.Vehicle","GINI.Index","Percent.Unemployed","Median.Household.Income","Median.Household.Income.Asian","Median.Household.Income.Black","Median.Household.Income.Hispanic","Median.Household.Income.White","Percent.in.Poverty","Percent.in.Poverty.Asian","Percent.in.Poverty.Black","Percent.in.Poverty.Hispanic","Percent.in.Poverty.White","Percent.Households.Food.Stamps","Median.Home.Value","Median.Rent","Percent.Less.than.Highschool","Percent.Highschool.Graduate","Percent.with.Associate.Degree","Percent.with.Bachelor.Degree","Percent.with.Graduate.Degree","Percent.Medicaid","Percent.Medicare.Only","Percent.Health.Insurance.Other","Percent.No.Health.Insurance","Obesity.Rate","Diabetes.Rate","Binge.Drinking.Rate","Smoking.Rate","Depression.Rate","Anxiety.Disorders.Rate.Medicare","Bipolar.Disorder.Rate.Medicare","Depressive.Disorders.Rate.Medicare","Personality.Disorders.Rate.Medicare","Opioid.Overuse.Disorder.Rate.Medicare","Birth.Defects.per.10k","Deaths.from.Injury.per.100k","Deaths.from.Transport.Accident.per.100k","Deaths.from.Suicide.per.100k","Deaths.from.Assault.per.100k","Accidental.Deaths.by.Benzodiazepines.per.100k","Accidental.Deaths.by.Cannabis.per.100k","Accidental.Deaths.by.Cocaine.per.100k","Accidental.Deaths.by.Heroin.per.100k","Accidental.Deaths.by.Methadone.per.100k","Accidental.Deaths.by.Opioids.per.100k","Accidental.Deaths.by.Other.Narcotics.per.100k","Accidental.Deaths.by.Other.Opioids.per.100k","Accidental.Deaths.by.Psychostimulants.per.100k","Accidental.Deaths.by.Pyschotropics.per.100k","Accidental.Deaths.by.Synthetics.per.100k","Maternal.Deaths.per.100k","Opioid.Overdose.Deaths.per.100k","Drug.Poisoning.Deaths.per.100k","Opioid.Dispensing.Rate.per.100","HPSA.Primary.Care.Score","HPSA.Primary.Care.FTE.Short","HPSA.Mental.FTE.Short","HPSA.Mental.Score","PCPs.per.100k","Nurse.Practitioners.per.100k","Physician.Assistants.per.100k","Dentists.per.100k","LCDCs.per.100k","LPCs.per.100k","LCSWs.per.100k","Psychiatrists.per.100k","Mental.Health.Providers.per.100k","Urgent.Care.Orgs.per.100k","Health.Centers.per.100k","Community.Mental.Health.Centers.per.100k","Rural.Health.Clinics.per.100k","Home.Health.Agencies.per.100k","Hospices.per.100k","Nursing.Facilities.per.100k","Nursing.Facility.Beds.per.100k","Skilled.Nursing.Facilities.per.100k","Skilled.Nursing.Facility.Beds.per.100k","Mental.Health.Facilities.per.1k","Mental.Health.Facilities.Accepting.Medicare.per.1k","Percent.Clinicians.Accepting.Medicaid","Percent.Nursing.Homes.For.Profit","Percent.Nursing.Homes.Chain","Percent.Hospitals.Private.For.Profit","Percent.Hospitals.Non.Profit","Percent.Hospitals.Government","Nursing.Home.Occupancy.Rate","Median.Distance.to.Urgent.Care","Median.Distance.to.Emergency.Department","Median.Distance.to.Medical.Surgical.ICU","Median.Distance.to.Trauma.Center","Median.Distance.to.Pediatric.ICU","Median.Distance.to.Obstetrics.Department","Median.Distance.to.Health.Clinic","Median.Distance.to.Alcohol.Drug.Incare"
"Grayson","Texas","48181","133527","Metroplex","0.2332","0.2569","0.332","0.1897","0.3794","39.4","23.73","17.8","1.62","5.42","13.67","74.57","1.55","9.98","4","9.51","11.76","15.89","34.85","34.18","21.47","9.51","4.13","0.44","4.37","58296","60391","33328","53190","61248","11.99","6","32.52","18.62","9.75","10.79","152400","909","10.36","29.97","39.08","14.08","6.51","12.36","6.64","6.78","15.88","36.9","12.3","17.7","18","22.6","21","5","20","1","2","502.23","60.79","17.22","19.46","5.24","","","","","0","","0","","","","","","5.09","11.08","64.4","","","4.56","16","88.2","90","23","47.8","28.4","76.3","26.2","5.2","128.48","1","0","1","1","11","4","15","1214","1","46","1.45","1.45","97.54","85.71","71.43","64.37","28.74","6.9","65.98","8.14","3.41","3.41","4.12","39.09","4.12","7.93","6.91"
"Gregg","Texas","48183","123633","Upper East","0.6996","0.6917","0.6917","0.5375","0.6443","35.6","25.78","15.41","1.18","19.56","18.89","56.81","2.77","7.46","4","8.99","15.52","14.29","37.54","41.82","14.72","5.92","5.9","0.47","4.08","52027","56667","34415","44901","60716","17.55","30.78","25.95","27.79","10.79","14.25","144300","872","15.4","27.97","35.47","14.85","6.31","17.09","5.54","4.83","17.76","38.2","13.6","16.6","19.8","23","20","4","19","2","2","413.58","57.03","23.59","16.16","10.99","","0","","0","","","","0","","","0","","3.23","10.18","105","","","","","119.5","140","43","76.8","33.2","91","29.3","7.9","166.2","1","2","2","0","19","6","14","759","1","8","0.8","0.8","97.36","100","75","60.19","35.19","4.63","70.83","4.16","2.51","3.17","3.17","4.14","3.17","3.91","4"
"Grimes","Texas","48185","28447","Central Texas","0.6443","0.5968","0.4664","0.5138","0.7826","40.5","22.29","17.41","0.26","14.72","24.16","58.04","3.29","8.5","6","10.59","13.42","20.43","25.6","30.16","32.63","11.6","3.02","0.48","5.37","56086","","32093","51858","69167","15.86","0","30.85","17.96","12.13","13.6","163200","693","18.76","34.12","28.86","11.25","7.01","16.12","6.26","5.18","15.23","39.7","15","16.9","21.1","21.8","18","3","17","1","1","298.01","57.5","27.35","18.93","","","","","0","0","","","","","","","","","14.02","9.4","","","1.22","16","51.1","27","14","10.2","10.2","17","10.2","3.4","13.85","0","4","0","0","11","0","4","605","0","0","0","0","100","100","100","57.14","42.86","0","48.13","16.71","8.83","17.53","8.83","41.51","16.87","9.98","19.15"
"Guadalupe","Texas","48187","163030","Alamo","0.1818","0.1107","0.1976","0.668","0.2569","37","25.06","13.97","1.68","8.43","38.23","49.65","2.58","14.87","2","5.44","9.44","9.32","20.81","37.1","33.91","8.18","2.46","0.4","4.5","75774","90448","72264","62945","82033","9.01","6.61","9.77","13.72","5.65","7.75","207700","1150","11.19","30.66","30.13","18.09","9.93","10.07","5.02","8.8","11.69","38.1","11.6","18","15.8","20.4","15","3","15","1","1","507.9","41.42","15.19","14.58","3.43","","0","","","0","","0","","","","","","3.31","8.82","18.9","","","7","12","42.9","34","16","34","18.9","55.7","27.8","2.2","29.97","1","1","0","2","2","1","4","321","0","0","1.17","1.17","94.92","100","50","81.48","11.11","7.41","67.77","4.37","4.74","4.97","10.42","28.41","4.97","2.8","6.09"
"Hale","Texas","48189","33463","High Plains","0.8735","0.7905","0.7787","0.834","0.8617","33","27.16","13.37","0.35","4.31","59.84","33.3","6.15","4.43","5","13.18","23.11","21.36","55.75","20.78","16.25","7.22","6.23","0.44","4.24","47500","","","47500","50202","17.78","0","24.1","21.62","10.39","15.86","84500","661","25.07","32.98","24.76","11.18","6.01","17.4","5.63","3.98","22.82","37.4","14.3","17.6","18.1","20.8","16","2","17","0","1","674.42","45.13","18.41","11.28","","","","0","0","","","","0","","","0","","","9.5","29.2","","","1.58","17","61.4","46","24","15.3","18.4","92.1","12.3","3.1","128.72","0","3","0","18","6","3","15","1183","0","0","6.11","3.05","98.59","50","100","57.89","36.84","5.26","65.97","45.1","1.17","1.73","1.73","42.57","1.17","0.95","41.48"
"Hall","Texas","48191","3025","High Plains","0.7826","0.8458","0.9486","0.5692","0.2292","44.3","22.58","22.02","0","6.18","34.61","55.6","3.67","6.53","6","16.21","17.33","24.44","66.38","16.08","14.52","3.03","4.15","0.49","10.08","40197","","20714","22344","45595","18.89","","38.92","25.7","12.27","12.62","59900","537","18.93","34.65","28.16","13.21","5.05","22.42","5.18","3.36","21.95","39.4","18.2","14.2","19.7","21.5","12","1","15","0","2","0","92.47","","","","","","","","","","","","","","","","","","15.9","","","0.15","13","-","34","0","-","-","-","-","-","","0","0","0","99","0","0","33","1983","0","0","0","0","100","","","16.67","50","33.33","","72.55","5.81","65.41","24.8","83.59","24.8","5.73","78.52"
"Hamilton","Texas","48193","8434","Central Texas","0.2134","0.2134","0.6601","0.0672","0.2253","45.3","20.87","25.01","0.02","0.36","13.03","83.79","0.17","9.33","6","12.77","9.51","20.88","59.77","13.39","13.75","13.09","3.99","0.49","2.39","46893","","","32412","48139","19.87","0","52.38","50.42","14.22","9.21","123600","621","12.9","35.52","31.01","15.65","4.91","15.32","7.71","6.26","16.38","35.6","14.6","15.8","19.4","22.6","20","4","24","1","1","833.33","85.25","37.89","23.68","","","0","","","0","","0","","0","0","0","","","","49.8","","","","","109.8","35","47","48.8","24.4","97.6","12.2","-","82.73","0","0","0","24","0","0","59","4185","0","0","0","0","100","100","50","58.33","16.67","25","46.22","32.52","2.58","24.94","4.27","61.93","4.27","2.5","19.96"
"Hansford","Texas","48195","5431","High Plains","0.6206","0.9249","0.7668","0.6482","0.0277","32.6","29.59","16.52","0.06","0.48","47.89","50.89","15.71","7.04","6","11.73","13.23","18.88","47.28","24.42","22.22","6.08","3.55","0.4","10.97","46507","","","31316","58571","11.32","0","0","16.09","7","6.72","111300","734","28.52","27.45","20.82","20.37","2.84","10.25","5.39","2.8","17.45","38.1","14.4","16.8","18.9","21.9","12","2","12","0","2","","92.16","40.55","","","","","","","","","","","","","","","","","5.9","","","0.27","14","34","57","0","17","-","34","-","-","37.04","0","0","0","18","18","18","37","1897","0","0","0","0","100","0","0","0","25","75","87.5","33.46","6.9","30.36","6.9","79.36","27.44","6.81","78.96"
"Hardeman","Texas","48197","3958","Northwest","0.2885","0.2648","0.6522","0.3439","0.253","44.6","19.96","22.51","0","5.76","23.4","66.75","6.58","6.98","6","12.86","15.97","27.51","55.46","25.41","17.82","1.32","5.26","0.44","4.74","47188","","21161","44545","51836","14.12","","47.14","16.72","11.1","17.52","53100","472","18.55","30.36","34.8","10.49","5.8","15.22","10.41","6.69","13.09","37.4","14.6","16.3","19.2","22.3","16","3","17","1","2","","91.07","","","","","","","","","","","","","","","","","","37.7","","","","","52","50","0","52","-","26","26","-","76.28","0","0","0","25","25","0","76","4042","0","0","49.86","49.86","100","","","33.33","22.22","44.44","","32.71","2.4","32.55","2.4","75.58","23.81","2.4","72.04"
"Hardin","Texas","48199","57356","Southeast","0.1581","0.1186","0.4427","0.0198","0.3478","39.6","24.63","16.88","0.73","6.08","6.01","86.04","0.78","8.29","3","9.54","11.28","14.06","20.94","31.8","37.83","9.43","3.7","0.44","3.94","61221","81154","42232","55432","62254","12.04","0","22.01","16.32","11.14","12.38","135600","846","11.27","39.56","31.11","13.89","4.17","12.47","6.97","6.29","15.98","37.3","12","18.2","19.9","23","22","4","19","2","6","501.43","57.58","25.12","21.29","5.93","0","0","0","","0","","0","","","","0","","6.63","12.56","16.7","16","11.86","2.8","17","17.6","62","2","22.9","28.2","44","7","-","39.93","0","2","0","16","9","0","10","711","2","23","1.72","1.72","97.87","100","75","63.64","31.82","4.55","72.85","17.47","3.18","7.06","17.59","17.59","17.59","2.66","18.58"
"Harris","Texas","48201","4680609","Gulf Coast","0.7984","0.8656","0.6047","0.8814","0.6047","33.7","26.68","10.5","7.06","18.98","43.08","28.99","11.39","4.56","1","6.59","10.98","11","17.59","34.85","37.84","9.72","6.11","0.5","6.18","63022","80847","46702","51971","91233","15.61","12","19.15","20.56","6.92","12.64","189400","1115","18.16","22.82","26.75","20.48","11.79","16.64","4.62","3.07","20.43","37.9","12.6","18.2","16.1","18.7","15","3","15","1","2","590.84","40.7","11.64","10.68","9.48","5.7471153860534","","7.47765942423304","4.12339505393422","0.470024306666077","10.4473584527142","0.235012153333039","2.94833428726903","6.55897555211298","7.41356520059676","5.87530383332596","0.71","7.3","14.42","37.8","","","","","89.2","93","42","56.6","17.6","62.7","34.2","11.5","124.94","1","1","2","0","6","1","3","162","1","11","0.93","0.63","97.59","80","64.29","56.67","41.61","1.72","67.07","2.32","1.92","2.01","4.41","8.26","2.69","4.34","2.83"
"Harrison","Texas","48203","66547","Upper East","0.6877","0.6166","0.6482","0.4111","0.8103","39.4","25.18","16.93","0.81","20.71","13.28","62.95","1.53","8.72","5","13.99","14.36","24.07","34.84","37.27","23.87","4.02","5.7","0.46","6.06","54234","","31468","56292","63099","16.8","16.67","29.04","23.4","10.82","14.19","137200","820","13.6","31.75","34.33","13.96","6.36","15.41","7.19","5.4","15.56","38.5","14.2","16.8","20","22.5","18","3","17","1","1","408.43","63.99","27.94","19.23","8.41","0","","0","","","","0","","","","","","4.51","12.32","36.2","","","3.25","19","20.4","47","17","21.8","17.5","48","8.7","1.5","34.56","0","3","0","14","9","2","11","1004","2","15","1.51","1.51","95.28","50","50","66.67","25.93","7.41","63.17","23.25","14.64","20.08","20.08","20.71","19.98","3.37","20.39"
"Hartley","Texas","48205","5588","High Plains","0.2648","0.2253","0.0988","0.4783","0.585","37.3","21.47","14.73","0.82","7.25","26.84","59.9","1.66","5.42","6","5.2","7.1","12.89","68.09","21.6","7.18","3.13","1.12","0.38","0.45","53722","","","54135","55921","8","2.94","","12.57","2.03","6.98","179200","955","15.85","37.9","25.15","11.9","9.21","12.05","7.47","3.12","18.7","36.4","11.1","20.2","17.4","19.6","9","0","12","0","0","","60.55","35.62","","","","","","","","","","","","","","","","","","","","0.21","13","131.3","0","0","16.4","-","16.4","16.4","16.4","17.93","0","0","0","54","18","18","0","0","0","0","0","0","100","","","0","50","50","","63.53","4.08","31.06","31.06","63.86","4.08","4.04","63.52"
"Haskell","Texas","48207","5711","Northwest","0.7747","0.7787","0.9012","0.3755","0.5375","42.8","18.49","23.53","0.16","4.36","28.65","64.31","5.37","6.42","6","17.21","15.91","26.09","51.24","28.79","11.54","8.43","6.2","0.5","7.25","48955","","","31298","53655","15.38","0","58.08","23.27","9.88","16.28","60500","686","25.87","33.68","23.79","9.74","6.91","19.72","8.52","4.55","17.76","36.3","15.4","16.8","21","22.3","12","2","13","0","1","","52.35","","","","","","","","","0","","0","","","0","","","","4.9","15","0.25","0.26","14","47.7","17","0","31.8","15.9","15.9","31.8","-","70.7","0","0","0","18","35","0","35","2627","0","0","17.38","17.38","92.86","100","100","33.33","33.33","33.33","52.94","49.62","4.55","16.64","14.49","49.93","16.64","4.54","54.75"
"Hays","Texas","48209","222827","Capital","0.2372","0.3478","0.004","0.6324","0.5099","32.5","23.03","11","1.47","4.13","39.45","52.5","3.23","7","2","3.85","6.95","7.21","23.95","27.98","33.71","14.36","2.8","0.45","5.51","68724","62904","66767","57952","76869","12.75","10.39","17.84","14.22","10.97","6.65","258000","1168","9.63","22.82","28.97","24.87","13.71","7.89","3.26","4.75","13.88","30.9","10.1","19.2","14.4","19.9","15","3","16","1","3","403.57","38.63","12.76","13.83","4.13","0","0","","","0","","","","","","","","3.5","8.26","22.2","","","","","65","55","16","40.2","29.5","87.4","50.4","7.9","102.96","0","0","0","0","1","1","4","270","0","2","0.83","0.83","97.5","100","75","75","25","0","67.68","7.57","3.36","4.4","4.4","27.01","4.4","10.27","18.67"
"Hemphill","Texas","48211","3901","High Plains","0.5968","0.4783","0.8617","0.4545","0.3162","36.7","29.04","15.07","0","0.26","37.04","61.14","3.61","5.2","6","7.82","14.68","14.97","67.65","13.06","12.34","6.95","3.32","0.51","6.6","59605","","","43148","67284","9.21","","","21.98","1.31","8.11","180300","940","17.74","36.52","25.09","16.29","4.36","11.23","3.83","4.04","22.61","34.4","11.6","18.1","16.9","21.4","9","1","10","0","1","","66.41","","","","","","","","","0","","","","","0","","","","1.5","","","0.2","12","122.6","79","0","20.4","-","40.9","-","-","26.18","0","0","0","0","51","26","51","2692","0","0","0","0","71.43","0","0","16.67","33.33","50","59.18","65.34","1.68","41.05","1.68","99.97","41.05","20.88","65.77"
"Henderson","Texas","48213","81969","Upper East","0.6245","0.7273","0.3399","0.1383","0.747","44","21.34","22.27","0.63","5.87","13.09","77.29","1.58","10.53","5","11.51","12.97","18.71","29.4","27.44","26.3","16.87","5.3","0.47","6.31","49469","59761","31422","43149","52379","16.99","3.43","34.43","29.31","13.92","12.72","120700","803","15.09","33.5","33.09","11.64","6.68","17.4","7.53","6.09","18.58","39.3","14.7","15.9","20.3","23.2","20","4","20","1","2","424.8","71.74","28.31","23.18","7.32","","","","0","0","","","","","","","","6.83","20.99","33.3","","","2.95","14","51.5","57","13","30.7","19.6","36.8","12.3","2.5","56.81","0","0","0","5","5","6","9","756","0","0","1.19","1.19","98.24","50","50","59.26","33.33","7.41","75.84","32.4","13.12","13.76","13.76","55.13","13.12","7.09","32.46"
"Hidalgo","Texas","48215","861137","South Texas","0.9842","0.9881","0.8933","0.9763","0.8893","29.4","32.63","11.07","0.98","0.56","92.31","5.92","19.95","3.12","3","11.56","21.28","23.91","30.19","46.11","19.4","4.3","6.3","0.48","7.31","41846","101100","50638","40330","51096","28.44","10.58","10.38","29.63","14.66","28.45","90000","753","33.07","23.87","23.76","13.36","5.94","27.83","3.84","2.51","30.58","42","18.3","17.6","16.4","20.1","17","3","20","1","2","660.9","22.52","10.09","6.27","3.4","","","2.09025973799755","","0","1.6257575739981","","","1.27738095099851","1.27738095099851","","0.32","1.3","4.63","17.3","","","","","60.5","60","39","29.9","14.3","53.8","10.6","2.8","64","1","1","1","1","9","1","2","140","0","7","0.46","0.34","96.8","85.71","57.14","52.25","45.5","2.25","93.72","3.33","3.31","3.41","3.54","4.43","3.54","3.24","5.05"
"Hill","Texas","48217","36109","Central Texas","0.6324","0.5099","0.6996","0.3004","0.7233","41.8","23.25","20.62","0.5","6.2","20.93","70.25","1.76","8.51","6","10.85","15.5","16.09","31.22","25.04","30.33","13.41","4.87","0.43","6.23","55615","49271","37833","50432","58566","12.46","6.08","23.79","17.81","10.02","12.59","112200","758","15.52","34.21","32.76","12.08","5.42","14.55","9.45","5.75","16.63","36.7","13.8","16.6","18.7","22.5","17","3","18","1","1","554.09","72.4","28.19","24.32","","","","0","","0","","","","","","0","","","19.34","34.6","","","","","25.2","19","14","14","8.4","36.4","8.4","-","46.39","0","0","0","19","6","6","25","1911","0","0","2.7","2.7","100","33.33","33.33","52.63","36.84","10.53","65.25","29.51","2.39","11.91","26.27","52.63","8.46","2.43","10.44"
"Hockley","Texas","48219","22986","High Plains","0.8538","0.7668","0.6759","0.6917","0.913","33.9","26.21","14.47","0.35","3.33","48.56","45.93","5.82","5.16","5","13.46","14.79","20.08","47.35","21.14","26.1","5.41","6.38","0.43","6.55","47010","","22257","41402","56882","15.27","15.09","38.95","19.09","9.21","12.37","92900","691","24.41","28.19","31.75","10.86","4.79","17.02","5.54","4.41","18.66","38.5","13.8","17.4","18.4","22","15","2","16","0","1","528.05","72","24.29","18.22","9.54","","","","","0","","","0","","","0","","","9.54","27.7","","","1.11","18","36.1","39","17","24","8","36.1","-","-","65.16","0","4","0","30","4","0","4","387","0","0","4.36","4.36","100","100","100","87.5","12.5","0","53.33","25.36","5.53","5.53","5.53","26.02","5.53","1.45","25.69"
"Hood","Texas","48221","60025","Metroplex","0.0988","0.1423","0.0632","0.0593","0.3715","46.6","21.01","24.93","0.59","0.99","12.56","83.96","1.46","10.08","2","4.72","7.69","8.45","19.29","28.72","37.39","14.6","2.4","0.44","5.96","71253","","108013","54044","72509","8.88","3.44","2.65","9.88","8.89","5.72","208700","1009","9.03","29.5","32.21","19.71","9.55","9","11.63","5.9","13.61","32.6","12.8","16.8","15.8","21.7","17","3","18","1","1","572.34","78.78","19.28","23.27","3.66","","","","","","16.6597251145356","","","","","","","8.97","16.95","56.8","","","2.88","13","66.5","39","24","46.5","26.6","108","24.9","3.3","95.71","0","0","0","0","3","2","5","498","0","0","0","0","90.87","100","100","72.22","22.22","5.56","76.22","18.68","5.06","5.06","13.32","32.16","5.06","13.73","21.76"
"Hopkins","Texas","48223","36708","Upper East","0.3715","0.4387","0.3636","0.249","0.3913","39.5","24.59","18.73","0.72","7.12","17.06","73.03","1.55","8.58","5","8.95","14.52","13.9","47.11","29.29","15.38","8.22","3.49","0.43","4.36","54600","67734","34801","44871","60446","11.83","27.27","23.45","18.25","8.74","10.78","119600","836","15.14","34.32","29.24","15.03","6.27","12.13","6.88","5.9","18.62","36.6","13.3","17.1","19.5","22.9","18","3","19","1","3","878.05","78.82","31.53","23.92","5.98","","","","","0","","","0","","","0","","5.44","10.87","42.1","","","1.79","16","40.2","83","24","32.1","8","67","8","-","70.11","0","3","3","11","8","3","19","1468","0","0","0","0","91.23","75","75","84.21","15.79","0","59.12","34.98","3.07","3.07","3.07","3.07","3.07","2.33","28.7"
"Houston","Texas","48225","22942","Southeast","0.7233","0.6798","0.5296","0.4269","0.9012","43.8","19.51","22.01","0.33","25.41","11.36","61.67","1.89","10.6","6","16.07","19.49","30.82","39.87","24.93","24.53","10.67","6.25","0.48","3.01","40838","","26504","31205","46828","19.04","16.92","36.03","34.19","10.52","15.05","107500","702","18.8","36.37","29.26","10.99","4.59","17.75","10.18","6.9","14.67","41.4","17.3","15","22.4","22.1","15","3","16","1","2","296.61","67.98","31.37","19.17","","","0","","","0","","0","0","0","0","","","","11.33","13.2","","","","","40.1","53","9","17.8","17.8","26.7","4.5","-","21.77","0","0","0","17","13","0","22","1587","0","0","4.38","4.38","98.51","100","100","60","26.67","13.33","57.86","30.02","3.96","11.74","24.92","41.26","3.96","2.7","52.16"
"Howard","Texas","48227","36213","West Texas","0.7036","0.7036","0.6206","0.6838","0.6364","37.5","22.01","12.85","0.54","5.51","43.32","47.35","1.47","9.05","5","9","13.82","17.23","54.9","23.97","15.3","5.83","5.46","0.44","6.77","57761","","50938","48081","64950","16.37","0","25.64","21.53","12.1","8.5","103500","869","19.88","34.68","32.05","9.14","4.24","15.08","5.66","6.96","16.77","39.1","13.3","18.9","20.2","21.2","16","3","14","1","1","471.91","73.46","30.7","26.86","7.67","0","","0","","0","","","","","","0","","6.03","15.9","19.2","16","3.22","0.58","13","35.1","109","25","16.4","7","21.1","21.1","30.4","150.01","0","0","0","8","11","3","14","1552","3","91","8.21","5.47","95.39","100","50","54.17","37.5","8.33","64.65","41.29","1.95","1.95","1.95","80.96","1.95","1.46","39.89"
"Hudspeth","Texas","48229","4687","Upper Rio Grande","0.996","0.9842","0.9605","0.9249","0.9881","34.3","23.79","13.85","1.32","1.34","77.75","16.83","39.93","5.18","3","22.09","18.37","34.07","47.23","4.44","38.59","9.75","11.27","0.41","8.65","31505","","","30689","38073","23.06","0","0","22.01","27.38","35.05","54500","684","43.49","31.32","15.31","9.53","0.35","29.75","8.09","9.25","30.57","42.3","17.7","16.3","22","21.2","8","3","9","0","0","","","","","","","","","","","","","","","","","","","","","19","1.04","","","29.4","0","0","-","-","29.4","-","-","","0","0","0","21","0","0","0","0","0","0","0","0","0","","","0","100","0","","50.77","44.53","51.52","47.78","59.22","51.52","23.19","54.33"
"Hunt","Texas","48231","96202","Metroplex","0.6364","0.5534","0.1937","0.2767","0.9328","37.9","23.84","16.01","1.32","7.63","16.98","70.97","1.98","9.75","2","8.22","13.51","14.92","28.95","26.63","25.13","19.3","5.77","0.44","4.86","57467","","24951","47356","64218","14.27","50.38","28.19","23.35","9.38","12.43","135800","952","14.44","34.59","30.59","13.45","6.94","14.16","6.99","6.5","15.98","37","12.5","17.3","19.4","23","21","4","21","2","2","644.1","59.9","28.49","15.81","6.24","","","","","","","0","0","","","0","","3.95","14.35","29.3","","","","","47.3","67","21","33.9","13.4","61.7","20.6","9.3","79.11","0","3","1","9","2","1","18","704","0","0","4.01","4.01","98.85","66.67","0","68.75","20.83","10.42","77.12","26.34","6.84","11.02","11.06","30.19","9.69","3.52","12.28"
"Hutchinson","Texas","48233","21105","High Plains","0.1462","0.3874","0.249","0.3123","0.0553","38.2","25.13","16.57","0.44","2.17","23.62","69.66","1.92","7.98","5","9.34","13.74","14.09","59.67","24.03","11.75","4.55","3.75","0.42","6.99","57921","42500","83952","51111","59844","12.97","2.17","6.15","15.95","11.65","9.19","81600","817","13.84","33.68","37.08","11.8","3.6","11.23","5.43","5.12","18.13","36.7","12.7","17.9","18.8","22.4","16","3","17","1","2","471.01","58.66","22.71","16.08","","","","","","","","","","","","","","","23.65","32.4","12","1.8","1.06","18","42.1","44","10","18.7","-","14","9.3","-","9.55","0","0","0","33","14","0","14","1147","0","0","4.84","4.84","97.14","100","50","36.36","45.45","18.18","52.73","41.78","1.74","1.74","2.11","43.59","1.74","0.84","43.25"
